Sample	BioProject	BioSample	Submitter	Collection Date	Location	Population	ReleaseDate	LoadDate
SRR32131743	PRJNA1027353	SAMN46421865	verily_ww_nwss	2025-01-20	USA: Alaska, 	23000	2025-01-26 14:07:44	2025-01-26 13:58:54
SRR32131744	PRJNA1027353	SAMN46421828	verily_ww_nwss	2025-01-20	USA: California, 	102000	2025-01-26 14:07:43	2025-01-26 13:58:39
SRR32131745	PRJNA1027353	SAMN46421932	verily_ww_nwss	2025-01-20	USA: California, 	60000	2025-01-26 14:07:42	2025-01-26 13:58:07
SRR32131746	PRJNA1027353	SAMN46421887	verily_ww_nwss	2025-01-21	USA: Pennsylvania, 	13000	2025-01-26 14:07:43	2025-01-26 13:58:50
SRR32131747	PRJNA1027353	SAMN46421891	verily_ww_nwss	2025-01-21	USA: California, 	14465	2025-01-26 14:07:44	2025-01-26 13:59:21
SRR32131748	PRJNA1027353	SAMN46421922	verily_ww_nwss	2025-01-19	USA: Connecticut, 	45878	2025-01-26 14:07:46	2025-01-26 13:59:47
SRR32131749	PRJNA1027353	SAMN46421874	verily_ww_nwss	2025-01-20	USA: North Carolina, 	10000	2025-01-26 14:07:46	2025-01-26 13:59:57
SRR32131750	PRJNA1027353	SAMN46421919	verily_ww_nwss	2025-01-21	USA: Virginia, 	60000	2025-01-26 14:07:46	2025-01-26 13:59:55
SRR32131751	PRJNA1027353	SAMN46421902	verily_ww_nwss	2025-01-21	USA: Maine, 	3000	2025-01-26 14:07:42	2025-01-26 13:57:50
SRR32131752	PRJNA1027353	SAMN46421892	verily_ww_nwss	2025-01-20	USA: Florida, 	100000	2025-01-26 14:07:38	2025-01-26 13:56:18
SRR32131753	PRJNA1027353	SAMN46421915	verily_ww_nwss	2025-01-20	USA: Pennsylvania, 	45000	2025-01-26 14:07:44	2025-01-26 13:59:12
SRR32131754	PRJNA1027353	SAMN46421871	verily_ww_nwss	2025-01-20	USA: Louisiana, 	23000	2025-01-26 14:07:39	2025-01-26 13:56:38
SRR32131755	PRJNA1027353	SAMN46421872	verily_ww_nwss	2025-01-20	USA: Louisiana, 	20000	2025-01-26 14:07:44	2025-01-26 13:59:05
SRR32131756	PRJNA1027353	SAMN46421918	verily_ww_nwss	2025-01-20	USA: Alabama, 	18000	2025-01-26 14:07:46	2025-01-26 14:00:51
SRR32131757	PRJNA1027353	SAMN46421870	verily_ww_nwss	2025-01-20	USA: Louisiana, 	5000	2025-01-26 14:07:41	2025-01-26 13:57:24
SRR32131758	PRJNA1027353	SAMN46421867	verily_ww_nwss	2025-01-19	USA: New Mexico, 	650000	2025-01-26 14:07:44	2025-01-26 13:59:29
SRR32131759	PRJNA1027353	SAMN46421869	verily_ww_nwss	2025-01-20	USA: Louisiana, 	13000	2025-01-26 14:07:37	2025-01-26 13:55:38
SRR32131760	PRJNA1027353	SAMN46421827	verily_ww_nwss	2025-01-17	USA: Rhode Island, 	11500	2025-01-26 14:07:40	2025-01-26 13:57:04
SRR32131761	PRJNA1027353	SAMN46421824	verily_ww_nwss	2025-01-19	USA: California, 	155000	2025-01-26 14:07:41	2025-01-26 13:57:05
SRR32131762	PRJNA1027353	SAMN46421863	verily_ww_nwss	2025-01-16	USA: Maryland, 	91838	2025-01-26 14:07:37	2025-01-26 13:55:43
SRR32131763	PRJNA1027353	SAMN46421895	verily_ww_nwss	2025-01-19	USA: New Hampshire, 	6000	2025-01-26 14:07:44	2025-01-26 13:59:05
SRR32131764	PRJNA1027353	SAMN46421856	verily_ww_nwss	2025-01-20	USA: Vermont, 	6000	2025-01-26 14:07:38	2025-01-26 13:55:49
SRR32131765	PRJNA1027353	SAMN46421928	verily_ww_nwss	2025-01-17	USA: Virginia, 	33458	2025-01-26 14:07:47	2025-01-26 14:01:07
SRR32131767	PRJNA1027353	SAMN46421888	verily_ww_nwss	2025-01-15	USA: Alaska, 	22000	2025-01-26 14:07:41	2025-01-26 13:57:24
SRR32131768	PRJNA1027353	SAMN46421898	verily_ww_nwss	2025-01-15	USA: North Carolina, 	20484	2025-01-26 14:07:44	2025-01-26 13:59:20
SRR32131769	PRJNA1027353	SAMN46421817	verily_ww_nwss	2025-01-15	USA: Guam, 	3000	2025-01-26 14:07:41	2025-01-26 13:57:17
SRR32131770	PRJNA1027353	SAMN46421850	verily_ww_nwss	2025-01-16	USA: Puerto Rico, 	64948	2025-01-26 14:07:46	2025-01-26 14:00:30
SRR32131771	PRJNA1027353	SAMN46421864	verily_ww_nwss	2025-01-14	USA: Massachusetts, 	42000	2025-01-26 14:07:46	2025-01-26 13:59:56
SRR32131772	PRJNA1027353	SAMN46421875	verily_ww_nwss	2025-01-16	USA: North Carolina, 	10000	2025-01-26 14:07:43	2025-01-26 13:58:13
SRR32131773	PRJNA1027353	SAMN46421851	verily_ww_nwss	2025-01-16	USA: Puerto Rico, 	172989	2025-01-26 14:07:42	2025-01-26 13:58:06
SRR32131774	PRJNA1027353	SAMN46421881	verily_ww_nwss	2025-01-15	USA: Massachusetts, 	228285	2025-01-26 14:07:46	2025-01-26 14:00:24
SRR32131775	PRJNA1027353	SAMN46421910	verily_ww_nwss	2025-01-16	USA: Maine, 	3000	2025-01-26 14:07:47	2025-01-26 14:01:21
SRR32131777	PRJNA1027353	SAMN46421818	verily_ww_nwss	2025-01-12	USA: Guam, 	3000	2025-01-26 14:07:44	2025-01-26 13:59:25
SRR32131778	PRJNA1027353	SAMN46421819	verily_ww_nwss	2025-01-12	USA: Guam, 	64247	2025-01-26 14:07:47	2025-01-26 14:01:18
SRR32131779	PRJNA1027353	SAMN46421883	verily_ww_nwss	2025-01-15	USA: South Carolina, 	12000	2025-01-26 14:07:40	2025-01-26 13:57:01
SRR32131780	PRJNA1027353	SAMN46421820	verily_ww_nwss	2025-01-12	USA: Guam, 	70486	2025-01-26 14:07:46	2025-01-26 14:00:49
SRR32131781	PRJNA1027353	SAMN46421821	verily_ww_nwss	2025-01-12	USA: Guam, 	14535	2025-01-26 14:07:47	2025-01-26 14:02:32
SRR32131782	PRJNA1027353	SAMN46421920	verily_ww_nwss	2025-01-15	USA: New Hampshire, 	6500	2025-01-26 14:07:43	2025-01-26 13:58:28
SRR32131783	PRJNA1027353	SAMN46421839	verily_ww_nwss	2025-01-14	USA: Texas, 	105158	2025-01-26 14:07:43	2025-01-26 13:58:29
SRR32131784	PRJNA1027353	SAMN46421903	verily_ww_nwss	2025-01-13	USA: Maine, 	3000	2025-01-26 14:07:42	2025-01-26 13:57:55
SRR32131785	PRJNA1027353	SAMN46421837	verily_ww_nwss	2025-01-14	USA: Texas, 	131391	2025-01-26 14:07:46	2025-01-26 13:59:58
SRR32131786	PRJNA1027353	SAMN46421830	verily_ww_nwss	2025-01-14	USA: Texas, 	9079	2025-01-26 14:07:43	2025-01-26 13:58:14
SRR32131787	PRJNA1027353	SAMN46421835	verily_ww_nwss	2025-01-14	USA: Texas, 	22191	2025-01-26 14:07:47	2025-01-26 14:01:17
SRR32131788	PRJNA1027353	SAMN46421882	verily_ww_nwss	2025-01-15	USA: South Carolina, 	12000	2025-01-26 14:07:46	2025-01-26 13:59:43
SRR32131789	PRJNA1027353	SAMN46421833	verily_ww_nwss	2025-01-14	USA: Texas, 	313164	2025-01-26 14:07:47	2025-01-26 14:03:30
SRR32131790	PRJNA957477	SAMN46421971	verily_ww	2025-01-20	USA: California, 	97000	2025-01-26 14:07:45	2025-01-26 13:59:43
SRR32131791	PRJNA957477	SAMN46421980	verily_ww	2025-01-21	USA: California, 	131000	2025-01-26 14:07:46	2025-01-26 14:00:17
SRR32131792	PRJNA957477	SAMN46421973	verily_ww	2025-01-17	USA: California, 	130000	2025-01-26 14:07:47	2025-01-26 14:01:02
SRR32131793	PRJNA957477	SAMN46421967	verily_ww	2025-01-21	USA: California, 	29000	2025-01-26 14:07:43	2025-01-26 13:58:15
SRR32131794	PRJNA957477	SAMN46421972	verily_ww	2025-01-17	USA: California, 	97000	2025-01-26 14:07:47	2025-01-26 14:01:44
SRR32131795	PRJNA957477	SAMN46421981	verily_ww	2025-01-17	USA: California, 	131000	2025-01-26 14:10:45	2025-01-26 14:01:33
SRR32131797	PRJNA957477	SAMN46421968	verily_ww	2025-01-16	USA: California, 	29000	2025-01-26 14:07:44	2025-01-26 13:59:09
SRR32131798	PRJNA957477	SAMN46421983	verily_ww	2025-01-15	USA: California, 	60000	2025-01-26 14:07:46	2025-01-26 14:00:11
SRR32131799	PRJNA957477	SAMN46421937	verily_ww	2025-01-16	USA: California, 	1480000	2025-01-26 14:10:45	2025-01-26 13:59:38
SRR32131800	PRJNA957477	SAMN46421937	verily_ww	2025-01-16	USA: California, 	1480000	2025-01-26 14:07:45	2025-01-26 13:59:39
SRR32131801	PRJNA957477	SAMN46421939	verily_ww	2025-01-16	USA: California, 	250000	2025-01-26 14:07:45	2025-01-26 13:59:49
SRR32131802	PRJNA957477	SAMN46421939	verily_ww	2025-01-16	USA: California, 	250000	2025-01-26 14:07:44	2025-01-26 13:59:34
SRR32131803	PRJNA957477	SAMN46421936	verily_ww	2025-01-16	USA: California, 	750000	2025-01-26 14:07:47	2025-01-26 14:01:21
SRR32131804	PRJNA957477	SAMN46421936	verily_ww	2025-01-16	USA: California, 	750000	2025-01-26 14:07:47	2025-01-26 14:00:56
SRR32131805	PRJNA957477	SAMN46421989	verily_ww	2025-01-13	USA: Texas, 	120000	2025-01-26 14:07:46	2025-01-26 14:00:18
SRR32131806	PRJNA957477	SAMN46421943	verily_ww	2025-01-14	USA: Indiana, 	130000	2025-01-26 14:07:47	2025-01-26 14:01:57
SRR32131807	PRJNA957477	SAMN46421969	verily_ww	2025-01-15	USA: Alaska, 	220000	2025-01-26 14:07:45	2025-01-26 13:59:53
SRR32131808	PRJNA957477	SAMN46421961	verily_ww	2025-01-15	USA: Nebraska, 	240000	2025-01-26 14:10:45	2025-01-26 14:01:04
SRR32131809	PRJNA957477	SAMN46421996	verily_ww	2025-01-15	USA: Utah, 	600000	2025-01-26 14:10:45	2025-01-26 14:01:39
SRR32131810	PRJNA957477	SAMN46421957	verily_ww	2025-01-15	USA: Texas, 	200000	2025-01-26 14:10:45	2025-01-26 14:00:47
SRR32131811	PRJNA957477	SAMN46421998	verily_ww	2025-01-15	USA: Ohio, 	174000	2025-01-26 14:10:44	2025-01-26 14:00:52
SRR32131812	PRJNA957477	SAMN46421948	verily_ww	2025-01-10	USA: New Jersey, 	1500000	2025-01-26 14:10:45	2025-01-26 14:00:42
SRR32131813	PRJNA957477	SAMN46421986	verily_ww	2025-01-15	USA: Massachusetts, 	2400000	2025-01-26 14:10:45	2025-01-26 14:01:35
SRR32131814	PRJNA957477	SAMN46421984	verily_ww	2025-01-15	USA: Maryland, 	90000	2025-01-26 14:10:45	2025-01-26 14:00:24
SRR32131815	PRJNA957477	SAMN46421947	verily_ww	2025-01-13	USA: New Jersey, 	1500000	2025-01-26 14:10:43	2025-01-26 14:00:43
SRR32131816	PRJNA957477	SAMN46421966	verily_ww	2025-01-14	USA: Hawaii, 	390000	2025-01-26 14:10:45	2025-01-26 14:01:05
SRR32131817	PRJNA957477	SAMN46421976	verily_ww	2025-01-15	USA: Idaho, 	186901	2025-01-26 14:10:45	2025-01-26 14:01:03
SRR32131818	PRJNA957477	SAMN46421954	verily_ww	2025-01-14	USA: Georgia, 	73821	2025-01-26 14:10:46	2025-01-26 14:09:23
SRR32131819	PRJNA957477	SAMN46421955	verily_ww	2025-01-15	USA: Michigan, 	125000	2025-01-26 14:10:46	2025-01-26 14:09:06
SRR32131820	PRJNA957477	SAMN46421949	verily_ww	2025-01-15	USA: Alabama, 	225000	2025-01-26 14:10:45	2025-01-26 14:08:33
SRR32131821	PRJNA957477	SAMN46421994	verily_ww	2025-01-15	USA: Minnesota, 	120000	2025-01-26 14:10:45	2025-01-26 14:09:06
SRR32131822	PRJNA957477	SAMN46421991	verily_ww	2025-01-12	USA: Pennsylvania, 	220000	2025-01-26 14:10:45	2025-01-26 14:01:54
SRR32131825	PRJNA957477	SAMN46421934	verily_ww	2025-01-15	USA: California, 	1500000	2025-01-26 14:10:44	2025-01-26 14:00:27
SRR32131826	PRJNA957477	SAMN46421934	verily_ww	2025-01-15	USA: California, 	1500000	2025-01-26 14:10:44	2025-01-26 14:01:35
SRR32131827	PRJNA957477	SAMN46421938	verily_ww	2025-01-14	USA: California, 	1480000	2025-01-26 14:10:44	2025-01-26 14:01:05
SRR32131828	PRJNA957477	SAMN46421938	verily_ww	2025-01-14	USA: California, 	1480000	2025-01-26 14:10:44	2025-01-26 14:00:45
SRR32131829	PRJNA957477	SAMN46421940	verily_ww	2025-01-14	USA: California, 	250000	2025-01-26 14:10:44	2025-01-26 14:01:39
SRR32131830	PRJNA957477	SAMN46421940	verily_ww	2025-01-14	USA: California, 	250000	2025-01-26 14:10:44	2025-01-26 14:01:11
SRR32131831	PRJNA957477	SAMN46421935	verily_ww	2025-01-14	USA: California, 	750000	2025-01-26 14:10:44	2025-01-26 14:03:37
SRR32131832	PRJNA957477	SAMN46421935	verily_ww	2025-01-14	USA: California, 	750000	2025-01-26 14:10:44	2025-01-26 14:04:06
SRR32131833	PRJNA957477	SAMN46421933	verily_ww	2025-01-13	USA: California, 	1500000	2025-01-26 14:10:44	2025-01-26 14:02:08
SRR32131834	PRJNA957477	SAMN46421933	verily_ww	2025-01-13	USA: California, 	1500000	2025-01-26 14:10:45	2025-01-26 14:08:22
SRR32131835	PRJNA957477	SAMN46421974	verily_ww	2025-01-15	USA: Nevada, 	990000	2025-01-26 14:10:44	2025-01-26 14:02:58
SRR32131836	PRJNA957477	SAMN46421988	verily_ww	2025-01-15	USA: Texas, 	120000	2025-01-26 14:07:45	2025-01-26 14:00:07
SRR32131837	PRJNA957477	SAMN46421951	verily_ww	2025-01-16	USA: Illinois, 	86000	2025-01-26 14:10:45	2025-01-26 14:08:04
SRR32131838	PRJNA957477	SAMN46421959	verily_ww	2025-01-14	USA: Kentucky, 	423913	2025-01-26 14:10:42	2025-01-26 14:03:16
SRR32131839	PRJNA957477	SAMN46421965	verily_ww	2025-01-15	USA: Hawaii, 	390000	2025-01-26 14:10:44	2025-01-26 14:03:25
SRR32131840	PRJNA957477	SAMN46421953	verily_ww	2025-01-15	USA: Georgia, 	73821	2025-01-26 14:10:42	2025-01-26 14:02:43
SRR32131841	PRJNA957477	SAMN46421978	verily_ww	2025-01-15	USA: Florida, 	776150	2025-01-26 14:10:44	2025-01-26 14:04:28
SRR32131842	PRJNA957477	SAMN46421945	verily_ww	2025-01-15	USA: Maine, 	65000	2025-01-26 14:10:44	2025-01-26 14:04:18
SRR32131843	PRJNA957477	SAMN46421963	verily_ww	2025-01-14	USA: Florida, 	212065	2025-01-26 14:10:44	2025-01-26 14:02:05
SRR32131844	PRJNA957477	SAMN46421990	verily_ww	2025-01-14	USA: Pennsylvania, 	220000	2025-01-26 14:10:44	2025-01-26 14:03:21
SRR32131845	PRJNA957477	SAMN46421941	verily_ww	2025-01-12	USA: Georgia, 	294660	2025-01-26 14:10:44	2025-01-26 14:04:43
SRR32131846	PRJNA957477	SAMN46421952	verily_ww	2025-01-14	USA: Illinois, 	86000	2025-01-26 14:10:43	2025-01-26 14:03:57
SRR32131847	PRJNA957477	SAMN46421962	verily_ww	2025-01-13	USA: Nebraska, 	240000	2025-01-26 14:10:43	2025-01-26 14:02:43
SRR32131848	PRJNA957477	SAMN46421979	verily_ww	2025-01-13	USA: Florida, 	776150	2025-01-26 14:10:43	2025-01-26 14:03:34
SRR32131849	PRJNA957477	SAMN46421985	verily_ww	2025-01-13	USA: Maryland, 	90000	2025-01-26 14:10:43	2025-01-26 14:06:08
SRR32131850	PRJNA957477	SAMN46421944	verily_ww	2025-01-12	USA: Indiana, 	130000	2025-01-26 14:10:43	2025-01-26 14:04:12
SRR32131852	PRJNA957477	SAMN46421964	verily_ww	2025-01-12	USA: Florida, 	212065	2025-01-26 14:10:42	2025-01-26 14:05:34
SRR32131853	PRJNA957477	SAMN46421975	verily_ww	2025-01-13	USA: Nevada, 	990000	2025-01-26 14:10:43	2025-01-26 14:06:08
SRR32131854	PRJNA957477	SAMN46421999	verily_ww	2025-01-13	USA: Ohio, 	174000	2025-01-26 14:10:43	2025-01-26 14:01:35
SRR32131855	PRJNA957477	SAMN46421987	verily_ww	2025-01-13	USA: Massachusetts, 	2400000	2025-01-26 14:10:43	2025-01-26 14:04:46
SRR32131856	PRJNA957477	SAMN46421958	verily_ww	2025-01-13	USA: Texas, 	200000	2025-01-26 14:12:31	2025-01-26 14:11:44
SRR32131857	PRJNA957477	SAMN46421997	verily_ww	2025-01-13	USA: Utah, 	600000	2025-01-26 14:10:43	2025-01-26 14:02:15
SRR32131858	PRJNA957477	SAMN46421956	verily_ww	2025-01-13	USA: Michigan, 	125000	2025-01-26 14:12:31	2025-01-26 14:11:47
SRR32131859	PRJNA957477	SAMN46421950	verily_ww	2025-01-13	USA: Alabama, 	225000	2025-01-26 14:12:31	2025-01-26 14:11:49
SRR32131860	PRJNA957477	SAMN46421977	verily_ww	2025-01-13	USA: Idaho, 	186901	2025-01-26 14:12:31	2025-01-26 14:12:21
SRR32131861	PRJNA957477	SAMN46421995	verily_ww	2025-01-13	USA: Minnesota, 	120000	2025-01-26 14:12:31	2025-01-26 14:11:53
SRR32131862	PRJNA957477	SAMN46421993	verily_ww	2025-01-08	USA: Kansas, 	90000	2025-01-26 14:10:43	2025-01-26 13:59:25
SRR32131863	PRJNA957477	SAMN46421992	verily_ww	2025-01-09	USA: Kansas, 	90000	2025-01-26 14:14:51	2025-01-26 14:12:58
SRR32131864	PRJNA957477	SAMN46421960	verily_ww	2025-01-08	USA: Kentucky, 	423913	2025-01-26 14:14:51	2025-01-26 14:13:22
SRR32171432	PRJNA1076210	SAMN46476940	NYC DOHMH PHL	2025-01-12	USA: New York, 	257556	2025-01-29 15:18:34	2025-01-29 15:14:40
SRR32171433	PRJNA1076210	SAMN46476939	NYC DOHMH PHL	2025-01-12	USA: New York, 	224516	2025-01-29 15:18:34	2025-01-29 15:15:05
SRR32171434	PRJNA1076210	SAMN46476938	NYC DOHMH PHL	2025-01-12	USA: New York, 	923524	2025-01-29 15:18:34	2025-01-29 15:15:05
SRR32171435	PRJNA1076210	SAMN46476937	NYC DOHMH PHL	2025-01-12	USA: New York, 	243910	2025-01-29 15:18:34	2025-01-29 15:14:42
SRR32171436	PRJNA1076210	SAMN46476936	NYC DOHMH PHL	2025-01-12	USA: New York, 	1227810	2025-01-29 15:18:34	2025-01-29 15:14:39
SRR32171437	PRJNA1076210	SAMN46476935	NYC DOHMH PHL	2025-01-12	USA: New York, 	735054	2025-01-29 15:18:34	2025-01-29 15:14:47
SRR32171438	PRJNA1076210	SAMN46476934	NYC DOHMH PHL	2025-01-12	USA: New York, 	781885	2025-01-29 15:18:34	2025-01-29 15:14:40
SRR32171439	PRJNA1076210	SAMN46476956	NYC DOHMH PHL	2025-01-14	USA: New York, 	1173448	2025-01-29 15:18:34	2025-01-29 15:14:46
SRR32171440	PRJNA1076210	SAMN46476955	NYC DOHMH PHL	2025-01-14	USA: New York, 	457817	2025-01-29 15:18:34	2025-01-29 15:14:39
SRR32171441	PRJNA1076210	SAMN46476954	NYC DOHMH PHL	2025-01-14	USA: New York, 	117991	2025-01-29 15:18:34	2025-01-29 15:14:46
SRR32171442	PRJNA1076210	SAMN46476953	NYC DOHMH PHL	2025-01-14	USA: New York, 	257556	2025-01-29 15:18:34	2025-01-29 15:14:51
SRR32171443	PRJNA1076210	SAMN46476952	NYC DOHMH PHL	2025-01-14	USA: New York, 	224516	2025-01-29 15:18:33	2025-01-29 15:14:45
SRR32171444	PRJNA1076210	SAMN46476951	NYC DOHMH PHL	2025-01-14	USA: New York, 	923524	2025-01-29 15:18:33	2025-01-29 15:15:12
SRR32171445	PRJNA1076210	SAMN46476933	NYC DOHMH PHL	2025-01-12	USA: New York, 	647635	2025-01-29 15:18:33	2025-01-29 15:15:05
SRR32171446	PRJNA1076210	SAMN46476950	NYC DOHMH PHL	2025-01-14	USA: New York, 	649549	2025-01-29 15:18:33	2025-01-29 15:14:56
SRR32171447	PRJNA1076210	SAMN46476949	NYC DOHMH PHL	2025-01-14	USA: New York, 	1227810	2025-01-29 15:18:33	2025-01-29 15:15:07
SRR32171448	PRJNA1076210	SAMN46476948	NYC DOHMH PHL	2025-01-14	USA: New York, 	735054	2025-01-29 15:18:33	2025-01-29 15:14:40
SRR32171449	PRJNA1076210	SAMN46476947	NYC DOHMH PHL	2025-01-14	USA: New York, 	781885	2025-01-29 15:18:33	2025-01-29 15:15:14
SRR32171450	PRJNA1076210	SAMN46476946	NYC DOHMH PHL	2025-01-14	USA: New York, 	647635	2025-01-29 15:18:33	2025-01-29 15:15:09
SRR32171451	PRJNA1076210	SAMN46476945	NYC DOHMH PHL	2025-01-14	USA: New York, 	894311	2025-01-29 15:18:33	2025-01-29 15:15:05
SRR32171452	PRJNA1076210	SAMN46476944	NYC DOHMH PHL	2025-01-14	USA: New York, 	318262	2025-01-29 15:18:33	2025-01-29 15:15:12
SRR32171453	PRJNA1076210	SAMN46476943	NYC DOHMH PHL	2025-01-12	USA: New York, 	1173448	2025-01-29 15:18:33	2025-01-29 15:15:01
SRR32171454	PRJNA1076210	SAMN46476942	NYC DOHMH PHL	2025-01-12	USA: New York, 	457817	2025-01-29 15:18:33	2025-01-29 15:15:30
SRR32171455	PRJNA1076210	SAMN46476941	NYC DOHMH PHL	2025-01-12	USA: New York, 	117991	2025-01-29 15:18:33	2025-01-29 15:14:59
SRR32171456	PRJNA1076210	SAMN46476932	NYC DOHMH PHL	2025-01-12	USA: New York, 	894311	2025-01-29 15:18:33	2025-01-29 15:15:23
SRR32171457	PRJNA1076210	SAMN46476931	NYC DOHMH PHL	2025-01-12	USA: New York, 	318262	2025-01-29 15:18:32	2025-01-29 15:14:55
SRR32128174	PRJNA938474	SAMN46417893	Oregon State University	2025-01-06	USA: Oregon, 	9975	2025-02-02 00:08:24	2025-01-25 19:48:50
SRR32128175	PRJNA938474	SAMN46417892	Oregon State University	2025-01-07	USA: Oregon, 	1393	2025-02-02 00:08:24	2025-01-25 19:49:32
SRR32128176	PRJNA938474	SAMN46417891	Oregon State University	2025-01-07	USA: Oregon, 	92850	2025-02-02 00:08:24	2025-01-25 19:49:33
SRR32128180	PRJNA938474	SAMN46417907	Oregon State University	2025-01-08	USA: Oregon, 	14206	2025-02-02 00:08:20	2025-01-25 19:49:44
SRR32128181	PRJNA938474	SAMN46417906	Oregon State University	2025-01-08	USA: Oregon, 	27748	2025-02-02 00:08:19	2025-01-25 19:50:33
SRR32128185	PRJNA938474	SAMN46417903	Oregon State University	2025-01-06	USA: Oregon, 	133708	2025-02-02 00:08:20	2025-01-25 19:49:52
SRR32128186	PRJNA938474	SAMN46417902	Oregon State University	2025-01-06	USA: Oregon, 	12000	2025-02-02 00:08:19	2025-01-25 19:49:31
SRR32128188	PRJNA938474	SAMN46417900	Oregon State University	2025-01-06	USA: Oregon, 	40000	2025-02-02 00:08:19	2025-01-25 19:49:56
SRR32128190	PRJNA938474	SAMN46417898	Oregon State University	2025-01-08	USA: Oregon, 	1235	2025-02-02 00:08:20	2025-01-25 19:50:36
SRR32128191	PRJNA938474	SAMN46417897	Oregon State University	2025-01-07	USA: Oregon, 	229000	2025-02-02 00:08:20	2025-01-25 19:49:46
SRR32128192	PRJNA938474	SAMN46417896	Oregon State University	2025-01-06	USA: Oregon, 	300000	2025-02-02 00:08:19	2025-01-25 19:49:43
SRR32205508	PRJNA1027353	SAMN46523418	verily_ww_nwss	2025-01-22	USA: New Mexico, 	87000	2025-02-03 01:59:25	2025-02-03 01:50:48
SRR32205509	PRJNA1027353	SAMN46523360	verily_ww_nwss	2025-01-28	USA: California, 	15000	2025-02-03 01:59:24	2025-02-03 01:51:28
SRR32205510	PRJNA1027353	SAMN46523290	verily_ww_nwss	2025-01-26	USA: Guam, 	70486	2025-02-03 01:59:24	2025-02-03 01:51:36
SRR32205511	PRJNA1027353	SAMN46523428	verily_ww_nwss	2025-01-28	USA: Maine, 	8700	2025-02-03 01:59:25	2025-02-03 01:51:18
SRR32205512	PRJNA1027353	SAMN46523358	verily_ww_nwss	2025-01-28	USA: Texas, 	115000	2025-02-03 01:59:24	2025-02-03 01:51:28
SRR32205513	PRJNA1027353	SAMN46523395	verily_ww_nwss	2025-01-28	USA: Pennsylvania, 	13000	2025-02-03 01:59:24	2025-02-03 01:51:36
SRR32205514	PRJNA1027353	SAMN46523330	verily_ww_nwss	2025-01-28	USA: California, 	13754	2025-02-03 01:59:24	2025-02-03 01:51:30
SRR32205515	PRJNA1027353	SAMN46523456	verily_ww_nwss	2025-01-28	USA: Arkansas, 	14000	2025-02-03 01:59:25	2025-02-03 01:51:33
SRR32205517	PRJNA1027353	SAMN46523447	verily_ww_nwss	2025-01-27	USA: Arkansas, 	18463	2025-02-03 01:59:25	2025-02-03 01:51:20
SRR32205518	PRJNA1027353	SAMN46523479	verily_ww_nwss	2025-01-28	USA: California, 	16000	2025-02-03 01:59:25	2025-02-03 01:51:17
SRR32205519	PRJNA1027353	SAMN46523309	verily_ww_nwss	2025-01-27	USA: Alaska, 	92000	2025-02-03 01:59:24	2025-02-03 01:51:35
SRR32205520	PRJNA1027353	SAMN46523408	verily_ww_nwss	2025-01-28	USA: California, 	14465	2025-02-03 01:59:25	2025-02-03 01:51:24
SRR32205521	PRJNA1027353	SAMN46523406	verily_ww_nwss	2025-01-28	USA: Louisiana, 	15000	2025-02-03 01:59:24	2025-02-03 01:51:19
SRR32205522	PRJNA1027353	SAMN46523344	verily_ww_nwss	2025-01-26	USA: Hawaii, 	58900	2025-02-03 01:59:24	2025-02-03 01:51:54
SRR32205523	PRJNA1027353	SAMN46523370	verily_ww_nwss	2025-01-28	USA: Maryland, 	91838	2025-02-03 01:59:25	2025-02-03 01:52:53
SRR32205524	PRJNA1027353	SAMN46523387	verily_ww_nwss	2025-01-27	USA: North Carolina, 	10000	2025-02-03 01:59:24	2025-02-03 01:51:47
SRR32205525	PRJNA1027353	SAMN46523451	verily_ww_nwss	2025-01-27	USA: Arkansas, 	30377	2025-02-03 01:59:27	2025-02-03 01:53:23
SRR32205526	PRJNA1027353	SAMN46523449	verily_ww_nwss	2025-01-27	USA: Arkansas, 	23812	2025-02-03 01:59:27	2025-02-03 01:53:21
SRR32205527	PRJNA1027353	SAMN46523297	verily_ww_nwss	2025-01-28	USA: California, 	29000	2025-02-03 01:59:27	2025-02-03 01:53:30
SRR32205528	PRJNA1027353	SAMN46523423	verily_ww_nwss	2025-01-26	USA: Texas, 	15000	2025-02-03 01:59:23	2025-02-03 01:50:24
SRR32205529	PRJNA1027353	SAMN46523347	verily_ww_nwss	2025-01-27	USA: Maine, 	6000	2025-02-03 01:59:24	2025-02-03 01:51:47
SRR32205530	PRJNA1027353	SAMN46523294	verily_ww_nwss	2025-01-23	USA: Louisiana, 	50591	2025-02-03 01:59:24	2025-02-03 01:52:10
SRR32205531	PRJNA1027353	SAMN46523319	verily_ww_nwss	2025-01-23	USA: Vermont, 	9000	2025-02-03 01:59:26	2025-02-03 01:53:06
SRR32205532	PRJNA1027353	SAMN46523346	verily_ww_nwss	2025-01-22	USA: Arkansas, 	38000	2025-02-03 01:59:27	2025-02-03 01:53:14
SRR32205533	PRJNA1027353	SAMN46523371	verily_ww_nwss	2025-01-22	USA: Maryland, 	11802	2025-02-03 01:59:28	2025-02-03 01:53:31
SRR32205534	PRJNA1027353	SAMN46523292	verily_ww_nwss	2025-01-21	USA: Guam, 	14535	2025-02-03 01:59:29	2025-02-03 01:53:50
SRR32205535	PRJNA1027353	SAMN46523386	verily_ww_nwss	2025-01-22	USA: Arkansas, 	25000	2025-02-03 01:59:32	2025-02-03 01:54:05
